pixel_id,band_02_blue,band_03_green,band_04_red,band_08_nir,land_cover_class
PX-2401,0.0749,0.1863,0.142,0.6478,Crops
PX-2402,0.0753,0.2162,0.01,0.6532,Forest
PX-2403,0.0719,0.1655,0.0975,0.6536,Crops
PX-2404,0.2393,0.0611,0.0384,0.1185,Water
PX-2405,0.0859,0.2025,0.0499,0.6364,Forest
PX-2406,0.0501,0.1609,0.1171,0.7173,Crops
PX-2407,0.1056,0.2264,0.1176,0.5905,Crops
PX-2408,0.0667,0.0319,0.2882,0.1487,Urban
PX-2409,0.0944,0.174,0.0319,0.666,Forest
PX-2410,0.2246,0.0863,0.0687,0.196,Water
PX-2411,0.0934,0.1943,0.1287,0.6636,Crops
PX-2412,0.0934,0.1795,0.0436,0.6556,Forest
PX-2413,0.0877,0.1921,0.152,0.6401,Crops
PX-2414,0.0601,0.2294,0.0811,0.6716,Forest
PX-2415,0.085,0.0594,0.2987,0.0743,Urban
PX-2416,0.0563,0.232,0.0596,0.6193,Crops
PX-2417,0.0749,0.1455,0.1516,0.5786,Crops
PX-2418,0.1006,0.1939,0.1359,0.6131,Crops
PX-2419,0.0959,0.2033,0.1601,0.6538,Crops
PX-2420,0.0803,0.1978,0.1447,0.662,Crops
PX-2421,0.0605,0.1759,0.1516,0.5708,Crops
PX-2422,0.2629,0.0542,0.0676,0.1145,Water
PX-2423,0.0804,0.2089,0.077,0.6925,Forest
PX-2424,0.0336,0.1963,0.1599,0.6435,Crops
PX-2425,0.0957,0.072,0.2843,0.0946,Urban
PX-2426,0.0795,0.2008,0.0886,0.6335,Crops
PX-2427,0.104,0.0396,0.2739,0.0984,Urban
PX-2428,0.0581,0.1754,0.1278,0.6245,Crops
PX-2429,0.0165,0.0412,0.2815,0.127,Urban
PX-2430,0.0856,0.1923,0.0251,0.7623,Forest
PX-2431,0.0858,0.0803,0.2474,0.0903,Urban
PX-2432,0.0462,0.0622,0.2652,0.1073,Urban
PX-2433,0.0604,0.2321,0.1362,0.6479,Crops
PX-2434,0.1351,0.0639,0.3116,0.0925,Urban
PX-2435,0.0739,0.1812,0.1383,0.6939,Crops
PX-2436,0.0946,0.1821,0.1411,0.5552,Crops
PX-2437,0.067,0.1672,0.1184,0.6288,Crops
PX-2438,0.0382,0.1988,0.0152,0.7027,Forest
PX-2439,0.0766,0.2026,0.1109,0.6382,Crops
PX-2440,0.0747,0.2023,0.0448,0.6372,Forest
PX-2441,0.072,0.1841,0.0401,0.6876,Forest
PX-2442,0.2477,0.0415,0.0511,0.1563,Water
PX-2443,0.0853,0.051,0.2888,0.1284,Urban
PX-2444,0.077,0.2015,0.0671,0.638,Forest
PX-2445,0.0547,0.2039,0.1144,0.6682,Crops
PX-2446,0.0897,0.1532,0.0819,0.6339,Crops
PX-2447,0.041,0.1736,0.1103,0.6798,Crops
PX-2448,0.039,0.1829,0.1209,0.7093,Crops
PX-2449,0.0948,0.1433,0.1445,0.5458,Crops
PX-2450,0.0901,0.1633,0.1086,0.6544,Crops
PX-2451,0.0789,0.0464,0.2903,0.0506,Urban
PX-2452,0.0521,0.1841,0.0558,0.7677,Forest
PX-2453,0.0658,0.1838,0.1209,0.6313,Crops
PX-2454,0.0747,0.1968,0.0686,0.6999,Forest
PX-2455,0.0481,0.1689,0.1068,0.6486,Crops
PX-2456,0.0652,0.2086,0.0385,0.6379,Forest
PX-2457,0.093,0.2345,0.0498,0.6331,Forest
PX-2458,0.1085,0.2328,0.0372,0.7334,Forest
PX-2459,0.0716,0.1615,0.0602,0.7082,Forest
PX-2460,0.0951,0.0715,0.2657,0.1977,Urban
PX-2461,0.0417,0.0564,0.2845,0.1222,Urban
PX-2462,0.0932,0.2031,0.048,0.6815,Forest
PX-2463,0.0639,0.192,0.0543,0.6593,Forest
PX-2464,0.0861,0.2024,0.0408,0.6585,Forest
PX-2465,0.075,0.183,0.1132,0.6083,Crops
PX-2466,0.1064,0.1684,0.1219,0.6534,Crops
PX-2467,0.0625,0.1621,0.124,0.6184,Crops
PX-2468,0.0926,0.191,0.0499,0.6877,Forest
PX-2469,0.0744,0.2047,0.0841,0.6768,Forest
PX-2470,0.0768,0.192,0.1002,0.6615,Crops
PX-2471,0.0763,0.0771,0.2787,0.187,Urban
PX-2472,0.0631,0.0501,0.2485,0.1185,Urban
PX-2473,0.2497,0.0657,0.0574,0.1503,Water
PX-2474,0.0787,0.2193,0.0277,0.7521,Forest
PX-2475,0.0848,0.0833,0.2744,0.1723,Urban
PX-2476,0.0817,0.1788,0.1126,0.6961,Crops
PX-2477,0.266,0.0556,0.0556,0.1077,Water
PX-2478,0.0985,0.1838,0.1089,0.6592,Crops
PX-2479,0.229,0.037,0.0381,0.0673,Water
PX-2480,0.0974,0.1761,0.1487,0.67,Crops
PX-2481,0.0563,0.0749,0.2857,0.131,Urban
PX-2482,0.0918,0.0728,0.2688,0.1209,Urban
PX-2483,0.0924,0.1746,0.115,0.6911,Crops
PX-2484,0.0418,0.2044,0.0829,0.6217,Forest
PX-2485,0.0819,0.0435,0.2753,0.1854,Urban
PX-2486,0.0706,0.2141,0.0362,0.7061,Forest
PX-2487,0.0648,0.0584,0.2663,0.1172,Urban
PX-2488,0.107,0.1945,0.039,0.6641,Forest
PX-2489,0.0669,0.1728,0.1081,0.6692,Crops
PX-2490,0.0639,0.1787,0.0944,0.7108,Crops
PX-2491,0.0815,0.171,0.0975,0.6541,Crops
PX-2492,0.2637,0.0732,0.0334,0.1258,Water
PX-2493,0.0772,0.1721,0.1318,0.6507,Crops
PX-2494,0.1033,0.2319,0.0424,0.7413,Forest
PX-2495,0.0906,0.2293,0.0459,0.6552,Forest
PX-2496,0.0364,0.1822,0.0754,0.6688,Forest
PX-2497,0.0694,0.0614,0.3059,0.1785,Urban
PX-2498,0.0688,0.047,0.2744,0.1259,Urban
PX-2499,0.0896,0.1935,0.0374,0.7155,Forest
PX-2500,0.0275,0.1,0.2627,0.0835,Urban
PX-2501,0.301,0.0538,0.0639,0.1118,Water
PX-2502,0.0906,0.2072,0.0459,0.7294,Forest
PX-2503,0.083,0.0708,0.2723,0.0929,Urban
PX-2504,0.1036,0.16,0.1037,0.6439,Crops
PX-2505,0.1269,0.1629,0.1046,0.6603,Crops
PX-2506,0.0974,0.0359,0.2864,0.0804,Urban
PX-2507,0.099,0.1823,0.0237,0.6534,Forest
PX-2508,0.0826,0.01,0.2999,0.1245,Urban
PX-2509,0.0772,0.0709,0.2693,0.1219,Urban
PX-2510,0.0705,0.2211,0.117,0.7012,Crops
PX-2511,0.0635,0.063,0.2533,0.1817,Urban
PX-2512,0.0663,0.1717,0.0498,0.6358,Forest
PX-2513,0.053,0.1871,0.0434,0.6745,Forest
PX-2514,0.0785,0.1908,0.049,0.697,Forest
PX-2515,0.0463,0.0396,0.3094,0.1807,Urban
PX-2516,0.0838,0.1972,0.1236,0.6787,Crops
PX-2517,0.0793,0.2162,0.0341,0.6816,Forest
PX-2518,0.2529,0.0369,0.0358,0.1467,Water
PX-2519,0.2396,0.0745,0.0619,0.147,Water
PX-2520,0.3115,0.0905,0.076,0.0829,Water
PX-2521,0.1072,0.2181,0.1256,0.6577,Crops
PX-2522,0.0551,0.2373,0.1338,0.7084,Crops
PX-2523,0.0847,0.162,0.1322,0.6417,Crops
PX-2524,0.0678,0.1165,0.3084,0.1252,Urban
PX-2525,0.0597,0.1729,0.081,0.6403,Crops
PX-2526,0.0532,0.1682,0.1333,0.5574,Crops
PX-2527,0.0886,0.0665,0.2997,0.1208,Urban
PX-2528,0.0664,0.1684,0.0932,0.6621,Crops
PX-2529,0.0994,0.068,0.2623,0.0995,Urban
PX-2530,0.2699,0.0336,0.033,0.0738,Water
PX-2531,0.1075,0.0552,0.2654,0.0848,Urban
PX-2532,0.063,0.2057,0.1104,0.6806,Crops
PX-2533,0.0895,0.1789,0.1249,0.7289,Crops
PX-2534,0.2626,0.0628,0.0673,0.1753,Water
PX-2535,0.0705,0.0695,0.3016,0.0662,Urban
PX-2536,0.2346,0.0834,0.0332,0.1542,Water
PX-2537,0.1122,0.1469,0.1031,0.6235,Crops
PX-2538,0.2545,0.0717,0.0763,0.0967,Water
PX-2539,0.2627,0.0546,0.0629,0.1015,Water
PX-2540,0.2336,0.0633,0.0517,0.1482,Water
PX-2541,0.2256,0.0812,0.0595,0.1584,Water
PX-2542,0.0686,0.0361,0.2794,0.1161,Urban
PX-2543,0.0775,0.1797,0.0605,0.6668,Forest
PX-2544,0.0587,0.1413,0.1133,0.6686,Crops
PX-2545,0.0798,0.189,0.0554,0.6927,Forest
PX-2546,0.0462,0.2066,0.0898,0.697,Crops
PX-2547,0.0576,0.1976,0.0362,0.6186,Forest
PX-2548,0.0934,0.1732,0.0365,0.6708,Forest
PX-2549,0.0921,0.1703,0.1125,0.6073,Crops
PX-2550,0.0722,0.1502,0.1015,0.648,Crops
PX-2551,0.0596,0.1575,0.1093,0.641,Crops
PX-2552,0.0595,0.0678,0.2497,0.1181,Urban
PX-2553,0.0725,0.0365,0.291,0.088,Urban
PX-2554,0.0929,0.2023,0.1183,0.5905,Crops
PX-2555,0.0986,0.0586,0.2459,0.0362,Urban
PX-2556,0.0701,0.2017,0.0333,0.6648,Forest
PX-2557,0.0569,0.1744,0.1267,0.6328,Crops
PX-2558,0.0854,0.1955,0.1091,0.623,Crops
PX-2559,0.0635,0.2157,0.0361,0.7229,Forest
PX-2560,0.2396,0.0667,0.0485,0.0856,Water
PX-2561,0.2765,0.0713,0.0569,0.1767,Water
PX-2562,0.0965,0.1758,0.0913,0.715,Crops
PX-2563,0.0832,0.1908,0.131,0.572,Crops
PX-2564,0.0546,0.1932,0.034,0.6737,Forest
PX-2565,0.0842,0.18,0.1196,0.634,Crops
PX-2566,0.1013,0.1745,0.1193,0.5335,Crops
PX-2567,0.0725,0.1709,0.1095,0.5922,Crops
PX-2568,0.107,0.0462,0.2595,0.151,Urban
PX-2569,0.1059,0.0694,0.2743,0.2008,Urban
PX-2570,0.1133,0.2262,0.0825,0.7061,Forest
PX-2571,0.0861,0.0834,0.2528,0.1329,Urban
PX-2572,0.0917,0.1549,0.1538,0.6491,Crops
PX-2573,0.1083,0.2258,0.0448,0.7373,Forest
PX-2574,0.0889,0.1736,0.1207,0.7359,Crops
PX-2575,0.07,0.212,0.0283,0.6465,Forest
PX-2576,0.071,0.0419,0.2646,0.04,Urban
PX-2577,0.0848,0.2028,0.0399,0.5861,Forest
PX-2578,0.0542,0.1863,0.0991,0.7029,Crops
PX-2579,0.0771,0.1703,0.0458,0.6681,Forest
PX-2580,0.1019,0.1922,0.1119,0.6573,Crops
PX-2581,0.0362,0.0869,0.317,0.0484,Urban
PX-2582,0.1107,0.1965,0.0267,0.6399,Forest
PX-2583,0.1024,0.2272,0.0521,0.6582,Forest
PX-2584,0.0708,0.1962,0.055,0.6783,Forest
PX-2585,0.0909,0.217,0.0286,0.6541,Forest
PX-2586,0.0801,0.1356,0.1337,0.6085,Crops
PX-2587,0.2746,0.1084,0.042,0.0886,Water
PX-2588,0.0997,0.2099,0.0702,0.6983,Crops
PX-2589,0.222,0.0543,0.0632,0.1298,Water
PX-2590,0.0917,0.0206,0.2577,0.1445,Urban
PX-2591,0.0759,0.0658,0.259,0.084,Urban
PX-2592,0.0817,0.1711,0.0638,0.5518,Forest
PX-2593,0.0654,0.2089,0.0431,0.6491,Forest
PX-2594,0.115,0.1882,0.1384,0.6153,Crops
PX-2595,0.2708,0.0412,0.0742,0.134,Water
PX-2596,0.0652,0.2024,0.1071,0.7814,Crops
PX-2597,0.0533,0.2161,0.0659,0.6978,Forest
PX-2598,0.0723,0.1995,0.1049,0.7594,Crops
PX-2599,0.0887,0.1802,0.1647,0.6728,Crops
PX-2600,0.0848,0.1717,0.0361,0.6448,Forest
PX-2601,0.1051,0.1996,0.1405,0.6639,Crops
PX-2602,0.2658,0.0546,0.0669,0.1912,Water
PX-2603,0.0994,0.1522,0.1263,0.7232,Crops
PX-2604,0.0865,0.207,0.1066,0.627,Crops
PX-2605,0.0522,0.242,0.047,0.6801,Forest
PX-2606,0.0761,0.1792,0.0769,0.5928,Crops
PX-2607,0.1012,0.2232,0.1245,0.683,Crops
PX-2608,0.249,0.0618,0.057,0.1821,Water
PX-2609,0.0901,0.1724,0.1227,0.6516,Crops
PX-2610,0.0736,0.0474,0.2205,0.0933,Urban
PX-2611,0.0594,0.2127,0.0947,0.6644,Crops
PX-2612,0.0775,0.1644,0.105,0.6667,Crops
PX-2613,0.2562,0.0747,0.0558,0.1232,Water
PX-2614,0.0669,0.1688,0.1258,0.6571,Crops
PX-2615,0.0753,0.1708,0.1166,0.643,Crops
PX-2616,0.0612,0.2006,0.1327,0.6898,Crops
PX-2617,0.1024,0.1724,0.0995,0.6794,Crops
PX-2618,0.0741,0.0519,0.2922,0.0807,Urban
PX-2619,0.1091,0.2027,0.1295,0.6096,Crops
PX-2620,0.2806,0.0919,0.0576,0.1098,Water
PX-2621,0.0784,0.0729,0.2764,0.1495,Urban
PX-2622,0.0598,0.1869,0.0866,0.6759,Forest
PX-2623,0.0383,0.0498,0.2899,0.0943,Urban
PX-2624,0.0506,0.1816,0.1006,0.6605,Crops
PX-2625,0.0525,0.0664,0.285,0.1068,Urban
PX-2626,0.1076,0.1602,0.135,0.6852,Crops
PX-2627,0.2523,0.0745,0.0382,0.1333,Water
PX-2628,0.0878,0.2017,0.0718,0.6574,Forest
PX-2629,0.0356,0.1457,0.1276,0.6593,Crops
PX-2630,0.056,0.1814,0.01,0.7226,Forest
PX-2631,0.2677,0.0499,0.056,0.0972,Water
PX-2632,0.0857,0.1785,0.1119,0.6661,Crops
PX-2633,0.0771,0.2178,0.1307,0.6472,Crops
PX-2634,0.2613,0.0648,0.0689,0.1371,Water
PX-2635,0.2827,0.0432,0.0539,0.0938,Water
PX-2636,0.0756,0.0644,0.3133,0.1244,Urban
PX-2637,0.2514,0.053,0.0464,0.1643,Water
PX-2638,0.0839,0.0665,0.2925,0.0825,Urban
PX-2639,0.2978,0.0716,0.0661,0.0668,Water
PX-2640,0.038,0.2042,0.1181,0.5983,Crops
PX-2641,0.0937,0.1795,0.1356,0.6032,Crops
PX-2642,0.2477,0.0928,0.0381,0.1438,Water
PX-2643,0.0913,0.2182,0.0415,0.6138,Forest
PX-2644,0.0669,0.1659,0.0938,0.6381,Crops
PX-2645,0.079,0.2242,0.1248,0.6747,Crops
PX-2646,0.0942,0.0665,0.2865,0.1367,Urban
PX-2647,0.1423,0.1833,0.0736,0.6546,Forest
PX-2648,0.0962,0.2331,0.0658,0.6776,Forest
PX-2649,0.063,0.2416,0.0443,0.6743,Forest
PX-2650,0.0715,0.1793,0.0964,0.641,Crops
PX-2651,0.0709,0.1699,0.1287,0.6416,Crops
PX-2652,0.0441,0.1766,0.1422,0.7394,Crops
PX-2653,0.0734,0.1943,0.1351,0.6824,Crops
PX-2654,0.2647,0.0856,0.0717,0.2192,Water
PX-2655,0.0545,0.2114,0.0458,0.6501,Forest
PX-2656,0.101,0.062,0.2707,0.1166,Urban
PX-2657,0.0898,0.09,0.2653,0.0667,Urban
PX-2658,0.0653,0.1737,0.1189,0.6176,Crops
PX-2659,0.2472,0.0806,0.0484,0.1961,Water
PX-2660,0.112,0.1942,0.0541,0.6491,Forest
PX-2661,0.0947,0.0686,0.2774,0.1968,Urban
PX-2662,0.0802,0.1777,0.1173,0.6003,Crops
PX-2663,0.2452,0.0589,0.0345,0.0779,Water
PX-2664,0.0815,0.1925,0.0688,0.6564,Forest
PX-2665,0.0698,0.2069,0.1215,0.6475,Crops
PX-2666,0.0379,0.1653,0.1165,0.6869,Crops
PX-2667,0.2908,0.0452,0.0351,0.138,Water
PX-2668,0.2531,0.1024,0.0234,0.1033,Water
PX-2669,0.088,0.1996,0.1462,0.6447,Crops
PX-2670,0.0788,0.1523,0.0611,0.6572,Forest
PX-2671,0.0653,0.1687,0.0875,0.6134,Crops
PX-2672,0.2463,0.0238,0.0653,0.0845,Water
PX-2673,0.048,0.161,0.1384,0.6911,Crops
PX-2674,0.1255,0.01,0.2825,0.0469,Urban
PX-2675,0.0553,0.1773,0.152,0.7147,Crops
PX-2676,0.0594,0.1572,0.1243,0.6363,Crops
PX-2677,0.0712,0.1812,0.0917,0.6191,Crops
PX-2678,0.1058,0.1475,0.1273,0.6796,Crops
PX-2679,0.0803,0.2017,0.0549,0.7294,Forest
PX-2680,0.0553,0.1717,0.1079,0.6947,Crops
PX-2681,0.1051,0.09,0.2915,0.1401,Urban
PX-2682,0.0946,0.2082,0.0866,0.6935,Crops
PX-2683,0.0908,0.1957,0.1398,0.5813,Crops
PX-2684,0.0943,0.1735,0.1024,0.6291,Crops
PX-2685,0.1279,0.2197,0.1003,0.6136,Crops
PX-2686,0.1237,0.1489,0.1177,0.699,Crops
PX-2687,0.0663,0.1719,0.0587,0.6547,Forest
PX-2688,0.1125,0.1983,0.0533,0.7038,Forest
PX-2689,0.0877,0.2451,0.0351,0.6914,Forest
PX-2690,0.09,0.196,0.0399,0.6355,Forest
PX-2691,0.0462,0.1963,0.0273,0.6465,Forest
PX-2692,0.0766,0.1512,0.1155,0.7018,Crops
PX-2693,0.0637,0.2189,0.0715,0.639,Forest
PX-2694,0.0966,0.0791,0.2799,0.125,Urban
PX-2695,0.1014,0.2158,0.0672,0.6387,Forest
PX-2696,0.2085,0.0474,0.0791,0.1074,Water
PX-2697,0.0796,0.1659,0.1082,0.6482,Crops
PX-2698,0.2724,0.0341,0.0463,0.0887,Water
PX-2699,0.2463,0.0617,0.0934,0.0816,Water
PX-2700,0.0946,0.1784,0.0789,0.6815,Forest
PX-2701,0.087,0.0365,0.2466,0.0862,Urban
PX-2702,0.0868,0.1715,0.1277,0.6176,Crops
PX-2703,0.0746,0.1702,0.12,0.6124,Crops
PX-2704,0.2257,0.0492,0.0665,0.1169,Water
PX-2705,0.0576,0.0693,0.2651,0.1577,Urban
PX-2706,0.0942,0.1816,0.1032,0.7103,Crops
PX-2707,0.0804,0.1742,0.1065,0.621,Crops
PX-2708,0.0772,0.1837,0.1086,0.736,Crops
PX-2709,0.0715,0.1602,0.1363,0.6098,Crops
PX-2710,0.2439,0.0621,0.0264,0.1633,Water
PX-2711,0.1009,0.203,0.0375,0.6411,Forest
PX-2712,0.0733,0.1499,0.0842,0.6152,Crops
PX-2713,0.0532,0.1999,0.1401,0.6202,Crops
PX-2714,0.0949,0.1624,0.1454,0.6479,Crops
PX-2715,0.0759,0.1818,0.1135,0.6732,Crops
PX-2716,0.0806,0.2233,0.044,0.6968,Forest
PX-2717,0.1122,0.0785,0.2891,0.0822,Urban
PX-2718,0.0796,0.0607,0.3095,0.0804,Urban
PX-2719,0.0858,0.1728,0.1282,0.6133,Crops
PX-2720,0.0564,0.079,0.266,0.1155,Urban
PX-2721,0.2456,0.0735,0.0176,0.1116,Water
PX-2722,0.2622,0.0476,0.0277,0.082,Water
PX-2723,0.0489,0.1841,0.0515,0.6808,Forest
PX-2724,0.084,0.1386,0.1069,0.7405,Crops
PX-2725,0.082,0.1831,0.1239,0.6298,Crops
PX-2726,0.0808,0.1783,0.1089,0.6327,Crops
PX-2727,0.1007,0.2027,0.0988,0.6724,Crops
PX-2728,0.0867,0.1872,0.0965,0.6276,Crops
PX-2729,0.1096,0.2267,0.0812,0.6968,Forest
PX-2730,0.2301,0.0461,0.0678,0.0913,Water
PX-2731,0.0827,0.2228,0.0846,0.7433,Forest
PX-2732,0.0817,0.1694,0.1308,0.6638,Crops
PX-2733,0.0586,0.0756,0.2714,0.0952,Urban
PX-2734,0.0991,0.0308,0.3065,0.0965,Urban
PX-2735,0.2965,0.0647,0.0493,0.0994,Water
PX-2736,0.0797,0.0203,0.2844,0.1749,Urban
PX-2737,0.0901,0.1947,0.0491,0.6192,Forest
PX-2738,0.0817,0.0688,0.2211,0.0933,Urban
PX-2739,0.0657,0.1696,0.1521,0.6275,Crops
PX-2740,0.0436,0.159,0.1298,0.6494,Crops
PX-2741,0.0659,0.1969,0.1266,0.6392,Crops
PX-2742,0.0522,0.1779,0.1188,0.5904,Crops
PX-2743,0.1141,0.1702,0.1233,0.634,Crops
PX-2744,0.0777,0.2008,0.0381,0.666,Forest
PX-2745,0.2431,0.1127,0.0623,0.0949,Water
PX-2746,0.0978,0.2231,0.0239,0.6975,Forest
PX-2747,0.0576,0.2033,0.1237,0.6868,Crops
PX-2748,0.0647,0.0687,0.2912,0.1169,Urban
PX-2749,0.0814,0.2033,0.046,0.6792,Forest
PX-2750,0.1006,0.1321,0.1274,0.5636,Crops
PX-2751,0.26,0.0464,0.0302,0.1032,Water
PX-2752,0.085,0.1704,0.1007,0.6902,Crops
PX-2753,0.0816,0.1425,0.1247,0.6331,Crops
PX-2754,0.088,0.0369,0.2936,0.0905,Urban
PX-2755,0.084,0.1404,0.0825,0.7411,Crops
PX-2756,0.0594,0.1992,0.0604,0.7428,Forest
PX-2757,0.0809,0.0764,0.2691,0.1387,Urban
PX-2758,0.2285,0.0821,0.0461,0.1656,Water
PX-2759,0.0816,0.1883,0.0932,0.561,Crops
PX-2760,0.0704,0.1607,0.103,0.6185,Crops
PX-2761,0.1308,0.1414,0.1393,0.6312,Crops
PX-2762,0.0792,0.1649,0.0507,0.6606,Forest
PX-2763,0.0519,0.1746,0.0423,0.6504,Forest
PX-2764,0.0773,0.1622,0.1177,0.548,Crops
PX-2765,0.0904,0.0568,0.2898,0.1354,Urban
PX-2766,0.1135,0.1797,0.0588,0.6917,Forest
PX-2767,0.0682,0.1868,0.1185,0.7141,Crops
PX-2768,0.0484,0.1954,0.0719,0.6385,Forest
PX-2769,0.2663,0.0602,0.0694,0.0852,Water
PX-2770,0.0524,0.2028,0.1283,0.5428,Crops
PX-2771,0.0713,0.1564,0.1211,0.6383,Crops
PX-2772,0.0748,0.0684,0.2931,0.156,Urban
PX-2773,0.0786,0.1997,0.0563,0.6455,Forest
PX-2774,0.0938,0.1933,0.0712,0.7557,Forest
PX-2775,0.0663,0.2177,0.068,0.6597,Forest
PX-2776,0.0745,0.1976,0.0996,0.6559,Crops
PX-2777,0.0797,0.1611,0.0983,0.5955,Crops
PX-2778,0.083,0.1964,0.036,0.6815,Forest
PX-2779,0.082,0.1856,0.1395,0.5708,Crops
PX-2780,0.0887,0.1745,0.0885,0.6777,Crops
PX-2781,0.0969,0.0717,0.2879,0.149,Urban
PX-2782,0.0879,0.0656,0.2873,0.1744,Urban
PX-2783,0.2591,0.0967,0.0733,0.0792,Water
PX-2784,0.0484,0.0294,0.2836,0.1264,Urban
PX-2785,0.081,0.1776,0.0931,0.6726,Crops
PX-2786,0.0896,0.0418,0.2608,0.1377,Urban
PX-2787,0.0946,0.1921,0.0964,0.6154,Crops
PX-2788,0.0662,0.0277,0.2692,0.0243,Urban
PX-2789,0.0668,0.0669,0.2763,0.1339,Urban
PX-2790,0.2385,0.0474,0.0267,0.1139,Water
PX-2791,0.0907,0.0453,0.3094,0.0973,Urban
PX-2792,0.1007,0.1711,0.0235,0.7006,Forest
PX-2793,0.0719,0.1707,0.1469,0.6482,Crops
PX-2794,0.0982,0.2217,0.0737,0.6172,Forest
PX-2795,0.0825,0.1995,0.068,0.5927,Forest
PX-2796,0.0775,0.1926,0.1061,0.6048,Crops
PX-2797,0.0758,0.2333,0.0568,0.7657,Forest
PX-2798,0.0949,0.0653,0.2545,0.1489,Urban
PX-2799,0.0865,0.1688,0.1382,0.6575,Crops
PX-2800,0.2955,0.0693,0.0485,0.1127,Water
PX-2801,0.063,0.0491,0.2718,0.1101,Urban
PX-2802,0.0904,0.0499,0.2555,0.1667,Urban
PX-2803,0.0694,0.0296,0.2304,0.1004,Urban
PX-2804,0.0626,0.2185,0.0292,0.6931,Forest
PX-2805,0.0798,0.0523,0.3023,0.1061,Urban
PX-2806,0.2527,0.0636,0.0419,0.1976,Water
PX-2807,0.1384,0.1593,0.1166,0.6797,Crops
PX-2808,0.0763,0.2087,0.0631,0.7198,Forest
PX-2809,0.2274,0.0448,0.0861,0.0966,Water
PX-2810,0.0855,0.1772,0.1465,0.6923,Crops
PX-2811,0.0385,0.2176,0.0306,0.6575,Forest
PX-2812,0.2482,0.0758,0.0111,0.1244,Water
PX-2813,0.0803,0.1796,0.1672,0.7154,Crops
PX-2814,0.0959,0.1646,0.0954,0.6283,Forest
PX-2815,0.2695,0.1199,0.0538,0.1281,Water
PX-2816,0.0699,0.2349,0.0246,0.6875,Forest
PX-2817,0.077,0.1945,0.1393,0.6708,Crops
PX-2818,0.0647,0.1649,0.1178,0.632,Crops
PX-2819,0.0574,0.1777,0.1177,0.7335,Crops
PX-2820,0.0862,0.0491,0.2979,0.0682,Urban
PX-2821,0.0545,0.2053,0.1267,0.7084,Crops
PX-2822,0.0717,0.2053,0.0263,0.7186,Forest
PX-2823,0.0601,0.1643,0.1135,0.726,Crops
PX-2824,0.091,0.1706,0.1332,0.5865,Crops
PX-2825,0.116,0.0824,0.2902,0.0852,Urban
PX-2826,0.224,0.092,0.0552,0.1797,Water
PX-2827,0.0429,0.2106,0.1387,0.5749,Crops
PX-2828,0.0775,0.2151,0.0428,0.6057,Forest
PX-2829,0.0803,0.1749,0.1236,0.6305,Crops
PX-2830,0.0844,0.1352,0.01,0.6777,Forest
PX-2831,0.2411,0.0659,0.041,0.1837,Water
PX-2832,0.076,0.18,0.1353,0.6426,Crops
PX-2833,0.0874,0.1828,0.1122,0.6257,Crops
PX-2834,0.1008,0.1811,0.1107,0.6625,Crops
PX-2835,0.0409,0.0335,0.2592,0.1388,Urban
PX-2836,0.0726,0.0711,0.3001,0.1376,Urban
PX-2837,0.0843,0.1926,0.131,0.6429,Crops
PX-2838,0.2316,0.0736,0.0665,0.0418,Water
PX-2839,0.1146,0.1989,0.0855,0.6133,Crops
PX-2840,0.0673,0.1921,0.1168,0.7068,Crops
PX-2841,0.2492,0.0518,0.0444,0.1275,Water
PX-2842,0.0911,0.0586,0.2744,0.1071,Urban
PX-2843,0.0682,0.0618,0.2677,0.1647,Urban
PX-2844,0.0431,0.2022,0.0431,0.6248,Forest
PX-2845,0.0714,0.2,0.137,0.641,Crops
PX-2846,0.2706,0.0729,0.0117,0.1255,Water
PX-2847,0.0733,0.2215,0.1555,0.6323,Crops
PX-2848,0.0631,0.2441,0.0597,0.674,Forest
PX-2849,0.0985,0.1816,0.1192,0.6425,Crops
PX-2850,0.2434,0.01,0.0681,0.064,Water
PX-2851,0.0698,0.2047,0.091,0.6573,Crops
PX-2852,0.083,0.1692,0.1067,0.5969,Crops
PX-2853,0.0954,0.044,0.2776,0.1266,Urban
PX-2854,0.1276,0.172,0.1473,0.705,Crops
PX-2855,0.0965,0.1911,0.0491,0.6588,Forest
PX-2856,0.1032,0.1922,0.129,0.6031,Crops
PX-2857,0.0699,0.1488,0.1082,0.6449,Crops
PX-2858,0.0595,0.1584,0.1297,0.6167,Crops
PX-2859,0.0812,0.1869,0.1535,0.6738,Crops
PX-2860,0.0821,0.0725,0.2999,0.1141,Urban
PX-2861,0.0584,0.1928,0.1184,0.7184,Crops
PX-2862,0.0765,0.0443,0.2935,0.1665,Urban
PX-2863,0.088,0.1804,0.0616,0.6639,Forest
PX-2864,0.0872,0.1899,0.0601,0.6986,Forest
PX-2865,0.0901,0.2048,0.0722,0.6543,Forest
PX-2866,0.0858,0.2297,0.0721,0.6714,Forest
PX-2867,0.2399,0.0191,0.0475,0.1055,Water
PX-2868,0.0697,0.1756,0.1328,0.6807,Crops
PX-2869,0.056,0.1533,0.1123,0.7073,Crops
PX-2870,0.1157,0.027,0.2615,0.1519,Urban
PX-2871,0.0803,0.0793,0.2746,0.1569,Urban
PX-2872,0.0755,0.0709,0.2785,0.1569,Urban
PX-2873,0.0614,0.209,0.0168,0.6921,Forest
