applicant_id,age,gender,annual_income,credit_score,debt_to_income_ratio,employment_years,open_credit_lines,delinquencies_2yr,loan_amount,loan_purpose,default_status
APP-21048,31,Male,41587,571,0.229,0.3,9,0,20486,Debt Consolidation,1
APP-21049,24,Female,37047,568,0.452,2.1,5,0,17983,Small Business,1
APP-21050,35,Male,215564,609,0.481,22.7,2,2,13497,Credit Card Refinance,1
APP-21051,26,Male,77260,688,0.317,1.1,8,0,14793,Debt Consolidation,0
APP-21052,69,Male,25715,787,0.279,4.4,10,0,23605,Major Purchase,1
APP-21053,50,Male,18881,726,0.201,9.3,10,1,16307,Credit Card Refinance,1
APP-21054,58,Female,37957,708,0.405,4.4,4,0,14478,Debt Consolidation,1
APP-21055,71,Male,94421,664,0.269,2.3,7,0,22910,Major Purchase,1
APP-21056,22,Male,50352,583,0.264,0.4,5,0,30236,Major Purchase,0
APP-21057,35,Female,18000,703,0.319,2.2,7,0,31716,Major Purchase,1
APP-21058,31,Female,44466,801,0.222,1.0,7,0,10040,Home Improvement,0
APP-21059,28,Male,48956,654,0.503,16.2,10,0,11785,Small Business,1
APP-21060,46,Female,18000,633,0.436,6.3,6,3,28377,Small Business,1
APP-21061,71,Female,49676,654,0.329,6.9,6,0,14046,Debt Consolidation,1
APP-21062,65,Female,28075,708,0.218,2.9,8,0,16101,Debt Consolidation,1
APP-21063,64,Male,18000,677,0.224,0.6,9,0,7216,Small Business,0
APP-21064,25,Female,118477,729,0.219,1.6,4,0,23740,Major Purchase,1
APP-21065,26,Male,27400,667,0.172,1.5,4,0,17760,Debt Consolidation,1
APP-21066,46,Male,33961,654,0.359,3.3,10,0,26494,Home Improvement,1
APP-21067,24,Male,33714,684,0.243,3.1,7,0,24433,Home Improvement,0
APP-21068,39,Male,49081,634,0.236,2.8,8,0,26420,Small Business,1
APP-21069,40,Female,129504,783,0.222,3.4,2,1,26516,Debt Consolidation,1
APP-21070,53,Male,25389,723,0.44,21.7,3,0,14906,Debt Consolidation,0
APP-21071,40,Male,41409,598,0.229,1.8,6,0,17892,Major Purchase,1
APP-21072,69,Female,52390,621,0.472,4.8,7,0,19635,Debt Consolidation,0
APP-21073,32,Male,30398,706,0.285,1.4,9,1,18861,Small Business,1
APP-21074,67,Male,41044,681,0.171,3.1,5,1,23498,Debt Consolidation,1
APP-21075,21,Male,67980,689,0.376,1.1,8,2,14309,Debt Consolidation,1
APP-21076,46,Male,32349,657,0.426,4.1,14,3,20521,Home Improvement,1
APP-21077,34,Male,40690,699,0.217,1.5,13,3,13384,Small Business,1
APP-21078,58,Female,38667,659,0.328,0.2,9,0,20029,Credit Card Refinance,1
APP-21079,57,Male,46300,706,0.358,8.4,11,0,20935,Small Business,0
APP-21080,31,Male,56035,720,0.331,0.7,6,0,8575,Small Business,1
APP-21081,56,Female,67684,774,0.265,2.3,6,0,20832,Credit Card Refinance,0
APP-21082,33,Female,142294,636,0.426,3.2,8,0,28921,Credit Card Refinance,0
APP-21083,63,Male,18000,669,0.29,2.8,12,1,26531,Home Improvement,1
APP-21084,23,Female,44709,590,0.247,6.5,11,0,8565,Major Purchase,1
APP-21085,53,Male,23145,788,0.108,4.5,3,1,7887,Small Business,0
APP-21086,26,Male,39657,541,0.109,1.8,5,0,22204,Small Business,1
APP-21087,70,Male,79576,779,0.346,0.3,5,0,19216,Small Business,0
APP-21088,30,Male,94729,676,0.311,7.3,10,0,16787,Small Business,0
APP-21089,25,Female,97206,697,0.426,2.2,10,1,2000,Home Improvement,0
APP-21090,43,Male,96704,659,0.456,11.0,6,0,9788,Small Business,1
APP-21091,30,Female,44548,672,0.291,2.5,3,0,28325,Credit Card Refinance,1
APP-21092,64,Male,105787,708,0.434,6.3,5,0,21368,Credit Card Refinance,1
APP-21093,22,Female,117979,563,0.253,14.0,8,0,33900,Debt Consolidation,1
APP-21094,33,Female,52909,627,0.302,5.3,7,1,24940,Home Improvement,1
APP-21095,60,Female,93665,615,0.299,2.7,5,0,20638,Debt Consolidation,1
APP-21096,22,Male,50145,699,0.509,4.2,9,0,5455,Small Business,1
APP-21097,40,Female,106470,670,0.167,3.9,5,0,20683,Home Improvement,1
APP-21098,21,Male,44850,710,0.327,4.4,13,1,17279,Home Improvement,0
APP-21099,57,Female,35058,680,0.236,0.8,5,1,8989,Major Purchase,1
APP-21100,29,Female,26476,738,0.284,6.0,4,0,28374,Major Purchase,1
APP-21101,37,Female,44556,621,0.279,0.8,5,1,18495,Debt Consolidation,0
APP-21102,29,Male,51349,673,0.329,0.1,12,0,21327,Debt Consolidation,0
APP-21103,31,Male,29137,742,0.482,4.9,7,0,11380,Credit Card Refinance,1
APP-21104,35,Male,42720,729,0.548,0.6,9,0,20895,Credit Card Refinance,1
APP-21105,44,Male,36695,573,0.399,7.4,10,1,16708,Credit Card Refinance,1
APP-21106,58,Female,27110,603,0.203,10.0,7,0,36262,Home Improvement,1
APP-21107,55,Female,86659,664,0.299,14.5,2,3,13586,Small Business,1
APP-21108,50,Female,95468,654,0.351,5.5,5,0,12425,Debt Consolidation,1
APP-21109,51,Male,86447,665,0.271,3.3,5,0,20045,Credit Card Refinance,0
APP-21110,69,Female,46803,721,0.287,2.2,5,0,16180,Home Improvement,0
APP-21111,25,Female,48421,688,0.311,3.4,10,1,19908,Major Purchase,1
APP-21112,64,Female,27316,692,0.413,1.1,8,0,31138,Small Business,1
APP-21113,70,Female,61577,713,0.384,2.1,8,0,10189,Major Purchase,1
APP-21114,34,Male,53814,739,0.247,6.3,4,0,18904,Major Purchase,0
APP-21115,31,Female,234256,471,0.391,1.2,9,0,12997,Small Business,1
APP-21116,29,Male,89134,644,0.527,1.5,13,0,12669,Home Improvement,1
APP-21117,54,Male,58301,612,0.138,6.9,8,0,16898,Major Purchase,0
APP-21118,32,Male,47911,700,0.268,1.0,5,0,18083,Home Improvement,0
APP-21119,55,Female,85026,639,0.258,1.4,10,0,32241,Major Purchase,0
APP-21120,55,Female,29624,674,0.33,0.1,8,0,13812,Credit Card Refinance,1
APP-21121,21,Female,91747,725,0.101,6.4,7,0,16019,Small Business,0
APP-21122,60,Female,26958,630,0.483,4.8,9,0,3113,Debt Consolidation,1
APP-21123,42,Male,35995,693,0.326,5.9,4,0,21642,Small Business,1
APP-21124,49,Male,18000,770,0.356,1.2,5,0,18975,Major Purchase,1
APP-21125,28,Male,68716,724,0.342,5.8,5,0,22759,Major Purchase,0
APP-21126,31,Male,56244,566,0.258,4.5,6,0,19930,Credit Card Refinance,1
APP-21127,61,Male,35996,651,0.404,2.3,6,0,3503,Credit Card Refinance,1
APP-21128,57,Male,29406,693,0.321,2.9,9,0,31883,Small Business,1
APP-21129,34,Male,104641,705,0.07,4.2,1,0,20418,Debt Consolidation,1
APP-21130,50,Female,45547,653,0.307,3.4,4,0,20967,Small Business,0
APP-21131,55,Male,32144,628,0.287,5.1,9,0,32080,Debt Consolidation,1
APP-21132,41,Female,141077,674,0.404,1.0,9,0,14094,Home Improvement,1
APP-21133,57,Female,34153,599,0.644,3.9,2,0,6921,Major Purchase,1
APP-21134,25,Male,91696,741,0.365,3.0,9,0,9295,Home Improvement,0
APP-21135,39,Male,26028,791,0.574,3.1,8,0,17737,Small Business,0
APP-21136,34,Male,40327,695,0.238,3.2,11,0,17088,Debt Consolidation,1
APP-21137,46,Male,64618,654,0.245,10.7,5,0,31008,Debt Consolidation,1
APP-21138,24,Female,47485,731,0.29,8.5,4,0,21119,Home Improvement,1
APP-21139,45,Male,56053,720,0.371,5.0,8,0,6364,Credit Card Refinance,1
APP-21140,65,Male,36447,652,0.243,6.3,4,0,12550,Credit Card Refinance,0
APP-21141,62,Male,20357,666,0.127,0.2,7,0,13239,Home Improvement,1
APP-21142,45,Female,109761,630,0.323,6.8,9,1,15873,Credit Card Refinance,0
APP-21143,38,Female,37691,680,0.183,3.3,7,3,12394,Debt Consolidation,1
APP-21144,60,Female,57466,689,0.454,1.9,8,1,8258,Small Business,1
APP-21145,28,Male,72119,619,0.397,0.8,9,0,19193,Credit Card Refinance,1
APP-21146,59,Female,58093,600,0.229,0.4,5,2,14333,Debt Consolidation,1
APP-21147,60,Female,33198,583,0.375,0.2,4,0,7909,Small Business,1
APP-21148,34,Female,92769,697,0.254,0.9,6,0,30833,Debt Consolidation,1
APP-21149,52,Female,65024,669,0.314,0.2,10,0,17487,Major Purchase,0
APP-21150,71,Male,54683,664,0.315,6.6,7,0,33921,Small Business,0
APP-21151,58,Female,53990,700,0.28,1.4,7,0,27012,Major Purchase,1
APP-21152,53,Female,123654,611,0.42,2.3,3,0,14310,Credit Card Refinance,1
APP-21153,43,Male,32809,600,0.186,8.7,8,0,32768,Credit Card Refinance,0
APP-21154,35,Male,61598,685,0.384,0.6,8,0,26844,Debt Consolidation,0
APP-21155,53,Female,36653,557,0.357,9.0,7,0,13381,Home Improvement,1
APP-21156,45,Male,18000,653,0.151,5.1,9,0,15480,Debt Consolidation,0
APP-21157,37,Female,18000,830,0.225,2.1,8,0,20390,Major Purchase,0
APP-21158,53,Female,28055,582,0.189,0.6,12,0,16279,Small Business,1
APP-21159,67,Female,34127,642,0.276,0.5,7,1,26250,Home Improvement,1
APP-21160,22,Male,161962,532,0.326,2.0,5,0,21141,Debt Consolidation,1
APP-21161,34,Female,71977,654,0.209,0.8,3,0,26393,Major Purchase,1
APP-21162,60,Male,75628,797,0.436,1.6,9,0,23071,Major Purchase,1
APP-21163,60,Male,34530,700,0.447,0.3,6,0,12564,Credit Card Refinance,0
APP-21164,71,Male,50702,630,0.468,4.5,8,1,5081,Debt Consolidation,1
APP-21165,59,Female,174274,811,0.05,0.8,8,0,12163,Debt Consolidation,0
APP-21166,71,Male,25136,556,0.554,7.1,6,0,34900,Major Purchase,1
APP-21167,26,Female,63002,699,0.34,1.2,9,0,25838,Debt Consolidation,1
APP-21168,26,Female,118920,674,0.326,8.0,8,1,18953,Credit Card Refinance,1
APP-21169,23,Female,83388,653,0.308,1.1,5,0,29119,Home Improvement,1
APP-21170,27,Female,132038,722,0.161,6.4,7,0,18264,Major Purchase,0
APP-21171,71,Male,55109,593,0.363,2.0,6,0,18908,Credit Card Refinance,0
APP-21172,28,Female,68315,690,0.513,4.4,8,0,21073,Credit Card Refinance,0
APP-21173,62,Male,52071,682,0.338,0.2,8,0,14712,Small Business,0
APP-21174,35,Female,65731,613,0.186,3.4,8,0,10889,Home Improvement,1
APP-21175,67,Male,29632,796,0.137,0.8,7,0,21497,Credit Card Refinance,0
APP-21176,49,Male,75795,658,0.285,3.3,11,0,18168,Small Business,1
APP-21177,53,Female,57632,660,0.231,0.8,7,0,16100,Small Business,1
APP-21178,50,Male,50739,603,0.404,2.9,6,0,22286,Debt Consolidation,1
APP-21179,59,Male,128093,659,0.484,0.6,6,0,14982,Credit Card Refinance,0
APP-21180,47,Female,42363,821,0.376,1.2,9,0,24307,Major Purchase,1
APP-21181,56,Female,95253,653,0.31,4.5,8,0,8353,Debt Consolidation,1
APP-21182,49,Female,100609,703,0.304,18.8,3,0,7795,Home Improvement,0
APP-21183,58,Male,78476,731,0.329,3.0,8,0,7441,Major Purchase,0
APP-21184,53,Female,28830,658,0.181,5.8,6,0,18092,Major Purchase,1
APP-21185,57,Male,59724,643,0.392,3.9,9,0,7244,Small Business,0
APP-21186,47,Female,143941,700,0.19,3.4,5,0,31932,Credit Card Refinance,1
APP-21187,53,Female,18030,654,0.454,0.3,10,0,31632,Small Business,1
APP-21188,24,Female,44213,648,0.276,0.8,9,1,21168,Small Business,1
APP-21189,42,Male,92899,731,0.42,10.7,5,0,25417,Credit Card Refinance,0
APP-21190,22,Male,46008,665,0.143,2.6,6,0,11186,Credit Card Refinance,1
APP-21191,30,Male,76530,748,0.419,4.8,10,0,27270,Credit Card Refinance,0
APP-21192,25,Male,106410,664,0.484,3.8,7,0,15559,Small Business,0
APP-21193,30,Male,55692,584,0.166,2.4,6,0,17598,Credit Card Refinance,1
APP-21194,53,Female,64857,450,0.306,2.5,9,3,16444,Credit Card Refinance,1
APP-21195,58,Male,51561,550,0.36,4.1,5,0,12301,Major Purchase,1
APP-21196,33,Female,57745,561,0.366,0.8,6,0,22665,Small Business,1
APP-21197,51,Male,155816,687,0.279,2.4,7,0,13672,Credit Card Refinance,0
APP-21198,67,Female,47326,606,0.258,3.0,7,0,15894,Small Business,1
APP-21199,56,Female,40366,541,0.35,21.0,11,0,2000,Home Improvement,1
APP-21200,65,Male,86939,661,0.362,2.2,4,0,20999,Debt Consolidation,1
APP-21201,44,Male,30834,599,0.245,5.2,8,0,17177,Major Purchase,0
APP-21202,35,Female,34958,700,0.221,0.7,4,1,10486,Major Purchase,0
APP-21203,49,Male,35080,698,0.465,0.3,8,0,16092,Small Business,0
APP-21204,28,Female,42585,705,0.333,10.3,4,0,14273,Credit Card Refinance,0
APP-21205,25,Female,43620,503,0.05,6.6,11,0,5632,Small Business,1
APP-21206,49,Female,72006,672,0.466,1.9,6,0,30988,Debt Consolidation,1
APP-21207,67,Male,40607,662,0.248,3.5,10,0,29328,Major Purchase,1
APP-21208,24,Female,73622,590,0.328,0.7,8,0,23709,Major Purchase,1
APP-21209,32,Female,78849,531,0.365,6.1,2,1,27992,Debt Consolidation,1
APP-21210,65,Female,34220,662,0.142,0.4,4,0,14014,Small Business,1
APP-21211,22,Male,77923,739,0.285,7.1,5,1,17928,Major Purchase,1
APP-21212,47,Female,81910,502,0.478,4.0,7,0,13718,Credit Card Refinance,1
APP-21213,51,Male,18610,615,0.451,1.6,12,0,20014,Small Business,0
APP-21214,71,Female,57607,678,0.285,9.9,5,2,25634,Credit Card Refinance,1
APP-21215,71,Male,37103,743,0.406,21.4,11,0,17399,Home Improvement,0
APP-21216,56,Female,100376,649,0.422,1.5,10,1,7691,Debt Consolidation,0
APP-21217,56,Male,36896,795,0.416,8.2,5,0,21317,Major Purchase,0
APP-21218,46,Female,23465,553,0.182,6.9,9,0,13160,Debt Consolidation,1
APP-21219,63,Female,48223,538,0.517,6.9,6,0,25467,Debt Consolidation,1
APP-21220,47,Female,29931,736,0.264,15.8,8,0,32997,Credit Card Refinance,1
APP-21221,25,Male,78219,517,0.333,3.3,9,1,26530,Major Purchase,1
APP-21222,40,Male,31421,699,0.278,5.6,6,1,16274,Home Improvement,0
APP-21223,31,Female,48551,650,0.348,8.7,4,0,18916,Debt Consolidation,1
APP-21224,30,Male,114713,611,0.216,3.3,12,0,17235,Credit Card Refinance,1
APP-21225,60,Female,89696,642,0.293,3.3,4,0,10814,Credit Card Refinance,1
APP-21226,58,Female,63755,586,0.342,1.9,5,0,13757,Major Purchase,1
APP-21227,26,Female,45699,649,0.467,7.6,9,2,16782,Small Business,1
APP-21228,28,Male,60511,671,0.452,5.8,7,0,16217,Small Business,1
APP-21229,43,Female,71606,642,0.459,3.0,4,0,8205,Home Improvement,0
APP-21230,67,Female,28491,631,0.424,2.7,7,0,18361,Credit Card Refinance,0
APP-21231,46,Male,78294,686,0.542,0.4,11,0,17531,Small Business,1
APP-21232,66,Female,26744,777,0.285,0.0,6,0,2000,Debt Consolidation,0
APP-21233,63,Male,67161,652,0.301,3.8,5,0,17008,Home Improvement,0
APP-21234,32,Male,26667,723,0.296,2.7,8,2,2000,Debt Consolidation,1
APP-21235,46,Male,144283,607,0.313,7.9,9,0,9855,Small Business,0
APP-21236,33,Male,74595,583,0.148,3.9,4,0,8533,Credit Card Refinance,1
APP-21237,60,Female,20830,699,0.352,13.8,9,1,16145,Small Business,0
APP-21238,38,Male,48995,654,0.38,1.1,7,1,12543,Home Improvement,1
APP-21239,45,Male,36798,743,0.289,23.1,4,0,15302,Home Improvement,0
APP-21240,53,Male,34480,756,0.109,1.8,7,0,33183,Debt Consolidation,0
APP-21241,67,Female,53151,724,0.323,5.1,5,0,10263,Debt Consolidation,0
APP-21242,60,Female,29425,723,0.165,3.5,7,2,26796,Home Improvement,1
APP-21243,63,Male,74518,450,0.371,2.2,5,0,22790,Debt Consolidation,1
APP-21244,32,Male,72226,698,0.334,0.8,10,0,21058,Major Purchase,0
APP-21245,64,Female,59473,726,0.346,0.7,5,1,27856,Home Improvement,1
APP-21246,56,Male,48497,587,0.193,6.2,12,3,14356,Debt Consolidation,1
APP-21247,68,Male,70467,670,0.471,2.4,7,0,16807,Small Business,1
APP-21248,24,Male,75755,602,0.34,16.3,6,0,11224,Credit Card Refinance,0
APP-21249,25,Female,62956,736,0.21,2.0,6,0,2000,Major Purchase,0
APP-21250,57,Male,23824,607,0.39,20.5,5,0,18835,Major Purchase,1
APP-21251,28,Male,31773,618,0.332,1.1,7,0,31767,Credit Card Refinance,1
APP-21252,62,Male,42301,639,0.54,0.5,13,0,6931,Credit Card Refinance,1
APP-21253,69,Female,21770,816,0.254,1.9,10,0,7730,Small Business,0
APP-21254,48,Male,55448,735,0.17,10.8,10,1,20398,Credit Card Refinance,1
APP-21255,51,Female,106516,774,0.355,3.7,7,2,16194,Major Purchase,1
APP-21256,29,Male,97580,552,0.441,0.7,6,1,30013,Small Business,1
APP-21257,71,Male,73629,587,0.599,1.1,4,0,13913,Credit Card Refinance,1
APP-21258,49,Female,73148,757,0.65,1.9,6,0,30258,Small Business,1
APP-21259,34,Male,165779,555,0.134,4.5,4,0,21558,Small Business,0
APP-21260,60,Female,77973,626,0.304,2.0,5,0,27042,Debt Consolidation,1
APP-21261,61,Female,81560,803,0.171,6.9,8,0,11573,Credit Card Refinance,0
APP-21262,42,Female,22216,607,0.29,4.8,7,1,16220,Debt Consolidation,1
APP-21263,31,Male,102032,551,0.617,10.4,6,0,19303,Major Purchase,1
APP-21264,43,Female,61033,673,0.222,3.5,7,0,20821,Small Business,1
APP-21265,21,Male,46916,554,0.317,2.0,6,0,12168,Major Purchase,1
APP-21266,66,Female,40937,750,0.25,28.0,9,1,13976,Small Business,1
APP-21267,57,Female,36252,611,0.2,2.2,2,0,30324,Credit Card Refinance,1
APP-21268,41,Female,97853,598,0.535,2.8,9,0,25219,Home Improvement,1
APP-21269,46,Male,48262,671,0.135,8.3,6,0,8161,Credit Card Refinance,1
APP-21270,66,Female,36996,643,0.31,0.5,6,0,20113,Small Business,1
APP-21271,56,Male,32069,686,0.331,2.4,15,0,27670,Home Improvement,1
APP-21272,43,Female,53843,703,0.316,0.4,4,0,12139,Home Improvement,1
APP-21273,21,Male,40223,655,0.282,0.8,5,0,22229,Credit Card Refinance,0
APP-21274,71,Male,35480,594,0.514,0.0,6,1,22564,Major Purchase,1
APP-21275,60,Female,22921,717,0.067,0.0,9,0,4484,Credit Card Refinance,1
APP-21276,35,Female,83087,624,0.372,2.4,7,0,11792,Small Business,1
APP-21277,41,Male,45437,613,0.378,8.3,9,0,13780,Major Purchase,1
APP-21278,67,Female,26987,679,0.354,4.4,9,0,18001,Small Business,1
APP-21279,29,Male,42227,544,0.22,5.0,11,0,13602,Major Purchase,1
APP-21280,29,Male,66305,695,0.465,3.7,12,0,21142,Debt Consolidation,1
APP-21281,30,Male,49804,682,0.459,8.6,10,0,15437,Major Purchase,1
APP-21282,46,Male,54450,742,0.216,10.6,4,0,5524,Debt Consolidation,0
APP-21283,61,Male,50181,637,0.176,9.5,6,2,2000,Small Business,1
APP-21284,55,Female,24287,756,0.153,8.4,4,1,13693,Credit Card Refinance,1
APP-21285,45,Male,82592,704,0.347,1.0,7,2,19235,Small Business,1
APP-21286,46,Male,19157,668,0.326,4.5,5,0,17962,Credit Card Refinance,0
APP-21287,31,Female,63186,788,0.277,4.4,7,1,9327,Debt Consolidation,1
APP-21288,58,Male,68772,676,0.57,3.8,3,0,24664,Credit Card Refinance,1
APP-21289,22,Male,43437,636,0.265,3.3,9,0,14812,Small Business,0
APP-21290,27,Female,59538,678,0.342,0.5,6,1,24809,Small Business,1
APP-21291,38,Female,42090,634,0.297,0.5,8,0,25120,Small Business,0
APP-21292,47,Female,59935,694,0.556,11.6,10,0,24561,Major Purchase,1
APP-21293,54,Female,84635,755,0.081,5.0,5,1,23116,Small Business,0
APP-21294,47,Female,31708,669,0.283,1.5,10,2,8486,Major Purchase,0
APP-21295,37,Male,71017,675,0.394,1.6,8,0,16378,Home Improvement,1
APP-21296,63,Female,124345,721,0.293,4.7,5,0,29929,Debt Consolidation,0
APP-21297,64,Male,56698,747,0.163,2.6,8,0,16021,Home Improvement,0
APP-21298,71,Female,37171,640,0.341,2.9,10,0,5678,Home Improvement,1
APP-21299,44,Male,170208,681,0.125,0.3,11,2,23726,Major Purchase,1
APP-21300,45,Female,51471,722,0.4,0.7,6,3,22299,Major Purchase,1
APP-21301,27,Male,55678,691,0.27,2.5,16,0,17117,Debt Consolidation,1
APP-21302,26,Female,56320,548,0.25,6.0,4,0,15710,Debt Consolidation,1
APP-21303,44,Male,62713,733,0.446,0.2,7,0,19850,Debt Consolidation,0
APP-21304,53,Female,40685,703,0.2,2.0,7,1,24017,Small Business,1
APP-21305,69,Female,54420,708,0.135,5.9,7,1,18633,Small Business,0
APP-21306,49,Male,82760,592,0.211,7.9,4,0,22646,Debt Consolidation,1
APP-21307,63,Female,39919,679,0.566,1.1,8,0,31331,Major Purchase,1
APP-21308,42,Female,38909,724,0.2,6.6,7,0,15832,Home Improvement,0
APP-21309,46,Female,41745,612,0.364,15.6,4,0,39513,Debt Consolidation,1
APP-21310,48,Male,26801,629,0.421,11.9,6,0,32524,Debt Consolidation,1
APP-21311,70,Male,33672,725,0.207,7.8,8,0,14214,Home Improvement,0
APP-21312,41,Male,32926,626,0.207,6.2,11,0,34322,Credit Card Refinance,1
APP-21313,69,Male,49006,656,0.342,1.3,8,0,13727,Debt Consolidation,1
APP-21314,27,Female,77643,602,0.347,5.0,5,2,37501,Debt Consolidation,1
APP-21315,37,Male,109047,788,0.482,5.2,11,1,15945,Small Business,1
APP-21316,40,Female,50587,703,0.228,2.6,3,0,22116,Home Improvement,1
APP-21317,61,Male,63010,653,0.275,3.4,4,0,21961,Debt Consolidation,1
APP-21318,69,Female,56042,641,0.65,5.9,4,0,14940,Debt Consolidation,0
APP-21319,40,Female,18000,590,0.105,15.2,6,0,21594,Credit Card Refinance,1
APP-21320,42,Female,26073,662,0.08,1.7,4,0,27284,Home Improvement,1
APP-21321,48,Male,74510,713,0.154,1.4,9,0,18684,Debt Consolidation,0
APP-21322,60,Male,78603,617,0.452,4.6,10,0,20094,Credit Card Refinance,1
APP-21323,69,Male,77620,676,0.267,0.7,9,0,24490,Debt Consolidation,1
APP-21324,27,Male,44453,646,0.267,4.4,15,0,9115,Major Purchase,1
APP-21325,21,Male,18000,759,0.204,0.5,7,0,18673,Credit Card Refinance,1
APP-21326,52,Male,27842,628,0.43,3.4,6,0,28066,Major Purchase,1
APP-21327,33,Male,30286,720,0.156,4.8,7,0,15775,Debt Consolidation,0
APP-21328,50,Female,69273,760,0.25,0.4,7,0,22795,Credit Card Refinance,0
APP-21329,43,Male,40273,645,0.209,1.2,6,1,4744,Home Improvement,1
APP-21330,71,Male,124208,631,0.05,2.0,4,2,18832,Small Business,1
APP-21331,39,Male,109886,729,0.263,2.3,12,0,16877,Debt Consolidation,0
APP-21332,52,Female,123073,554,0.313,5.6,6,0,18403,Credit Card Refinance,0
APP-21333,50,Female,29611,697,0.227,3.8,5,0,16663,Major Purchase,0
APP-21334,49,Female,64214,567,0.288,2.4,6,0,27894,Credit Card Refinance,1
APP-21335,69,Female,37697,749,0.291,3.0,6,0,10738,Home Improvement,0
APP-21336,65,Male,58707,653,0.304,0.1,4,0,15197,Credit Card Refinance,0
APP-21337,49,Female,31473,664,0.194,7.4,14,1,11738,Major Purchase,1
APP-21338,50,Male,96219,622,0.187,0.2,6,0,7431,Debt Consolidation,0
APP-21339,36,Male,31798,567,0.326,8.8,10,0,17451,Major Purchase,1
APP-21340,60,Female,18000,752,0.143,3.9,9,0,10469,Major Purchase,0
APP-21341,39,Female,150028,658,0.294,3.8,12,3,19965,Major Purchase,1
APP-21342,38,Male,62528,850,0.516,6.1,6,0,20175,Small Business,0
APP-21343,21,Female,27227,617,0.315,9.8,12,0,19264,Debt Consolidation,1
APP-21344,34,Female,44835,627,0.101,14.3,6,0,22621,Small Business,1
APP-21345,71,Male,35693,611,0.342,3.9,7,0,2000,Credit Card Refinance,0
APP-21346,67,Male,49175,658,0.418,0.8,8,1,29962,Debt Consolidation,1
APP-21347,70,Male,76231,772,0.225,10.5,4,0,17518,Debt Consolidation,0
APP-21348,22,Male,69924,735,0.284,0.2,13,0,23489,Credit Card Refinance,1
APP-21349,48,Male,56362,572,0.215,8.2,4,0,10007,Credit Card Refinance,1
APP-21350,69,Male,49162,748,0.265,5.7,5,0,7800,Major Purchase,0
APP-21351,70,Male,88722,714,0.24,11.8,6,0,22073,Debt Consolidation,1
APP-21352,50,Female,18000,701,0.372,11.4,4,0,23795,Home Improvement,1
APP-21353,58,Female,32470,625,0.519,0.3,6,0,8173,Major Purchase,1
APP-21354,71,Female,28616,630,0.327,4.7,3,0,22779,Debt Consolidation,1
APP-21355,24,Male,85258,678,0.135,0.7,3,0,23606,Credit Card Refinance,0
APP-21356,21,Female,32646,634,0.624,0.4,3,1,23030,Credit Card Refinance,1
APP-21357,28,Female,24166,755,0.39,3.0,10,2,19223,Home Improvement,1
APP-21358,49,Female,66312,631,0.414,0.5,8,1,20482,Debt Consolidation,1
APP-21359,59,Male,29738,543,0.312,6.5,7,0,31686,Small Business,1
APP-21360,23,Female,40420,585,0.348,17.4,3,2,13355,Major Purchase,1
